Car,Year,Price,Color,Fuel,Origin,License,Gear,Glass,Power,Meter,Passengers,Payment,Sale,Previous_owners,Additions
كيا فورتي,2011,43000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
فولكسفاجن بولو,2006,40000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,إمكانية التقسيط,للبيع فقط,,
سيت ابيزا,1986,9000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1200,750000,4+1,نقدا فقط,للبيع فقط,يد 4,"مسجل,جنطات مغنيسيوم,فرش جلد"
سكودا سوبيرب,2015,120000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140,4+1,نقدا فقط,للبيع فقط,,"مُكيّف,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
بي ام دبليو 320,2010,85000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,230000,4+1,إمكانية التقسيط,للبيع فقط,5,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
هونداي i30,2017,77000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,٥٠,,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
كيا سبورتاج,2013,80000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٦٥٠٠٠,4+1,نقدا فقط,للبيع أو التبديل,١,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
بي ام دبليو 520,2013,135000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,1007,4+1,نقدا فقط,للبيع أو التبديل,ثانية,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
سكودا اوكتافيا,2012,75000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,280000,4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
بي ام دبليو 320,2006,75000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع أو التبديل,4,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سكودا فابيا,2012,39500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,٦٠٠٠٠٠٠,4+1,نقدا فقط,للبيع أو التبديل,٣,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,وسادة حماية هوائية"
اوبل كورسا,2013,44000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,١٥٠٠٠,4+1,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
فولكسفاجن توران,2009,65000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,11000,6+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف,إغلاق مركزي,مسجل,فتحة سقف,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
سكودا اوكتافيا,2017,95000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,اولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
فولكسفاجن باسات,2012,87000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,165000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
داف 2006,2006,100000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,250,75000,2+1,نقدا فقط,للبيع فقط,يد ثاني,"مُكيّف,مسجل"
شفروليه اوبترا,2008,34000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,139000,4+1,إمكانية التقسيط,للبيع أو التبديل,5,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
سيت قرطبة,2006,34000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,198000,4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف,إغلاق مركزي,جهاز إنذار,وسادة حماية هوائية"
اوبل استرا,1997,25000,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,65000,4+1,نقدا فقط,للبيع فقط,يد ثالثة,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
اوبل كورسا,2000,23000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,200000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فرش جلد,وسادة حماية هوائية"
فولكسفاجن جولف بلس,2007,8000,أسود ميتالك,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,,,نقدا فقط,للبيع فقط,2,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
هونداي اكسنت,2016,9000,أسود,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,140,٢٠٠٠٠,4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سكودا اوكتافيا,2015,65000,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,٢٥٠,4+1,إمكانية التقسيط,للبيع أو التبديل,١,"مُكيّف,جهاز إنذار,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
اوبل كورسا,2014,43000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,60000,4+1,نقدا فقط,للبيع فقط,6,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
بي ام دبليو X5,2017,320000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,150000,4+1,إمكانية التقسيط,للبيع أو التبديل,وارد المانيا,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سكودا سوبيرب,2012,85000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,"50,000 km",4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
هونداي توسان,2011,72000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
رينو كليو,1992,14000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,4,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم"
اوبل اسكونا,1987,12000,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,,نقدا فقط,للبيع فقط,,
سوبارو نملة,1983,8500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,4+1,نقدا فقط,للبيع فقط,,"إغلاق مركزي,مسجل,جنطات مغنيسيوم,فرش جلد"
فولكسفاجن بولو,2017,61000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,50,4+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,وسادة حماية هوائية"
تويوتا كورولا,2008,75000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,116000,4+1,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
هونداي سانتافيه,2017,109000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50,6+1,نقدا فقط,للبيع فقط,اولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
هونداي توسان,2015,82999,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
اوبل كورسا,2008,30000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,00000,4+1,إمكانية التقسيط,للبيع فقط,٣,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سكودا اوكتافيا,2017,82000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,120,4+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
فولكسفاجن جولف,2014,95000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,135000,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
هونداي اكسنت,2008,49000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1400,٧٥٠٠٠,4+1,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
هونداي توسان,2015,87000,رصاصي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,100000,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
اوبل كورسا,2002,30000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,180000,3+1,نقدا فقط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
فولكسفاجن بولو,2009,45000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,123000,4+1,إمكانية التقسيط,للبيع فقط,يد ثالثة,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
ايسوزو ديماكس,2005,82000,أزرق,ديزل,حكومي,فلسطينية,عادي,الكتروني,3100,١٩٥٠٠٠,4+1,نقدا فقط,للبيع فقط,٢,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
هونداي توسان,2016,112000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,57000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
ميتسوبيشي L200,2004,15000,أخضر,ديزل,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,2500,,,نقدا فقط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
كيا برايد,2008,42000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,150000,4+1,نقدا فقط,للبيع فقط,يدثالثة,"مُكيّف,إغلاق مركزي,جهاز إنذار,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
سكودا اوكتافيا,2006,38000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,500000,4+1,إمكانية التقسيط,للبيع فقط,,
هونداي سانتافيه,2014,112000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,6+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سيت ابيزا,2014,52000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,110000,4+1,نقدا فقط,للبيع فقط,ثانية,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
